concept,texture_id,avg_rating
blueberry,F24,0.3194444444444444
blueberry,F51,0.1701388888888889
blueberry,F53,0.3819444444444444
blueberry,F75,0.2048611111111111
blueberry,G0,0.5104166666666666
blueberry,G102,0.12142857142857143
blueberry,G22,0.20138888888888892
blueberry,G24,0.23611111111111108
blueberry,G51,0.14930555555555555
blueberry,G53,0.3784722222222222
blueberry,G75,0.2152777777777778
blueberry,M0,0.34375
blueberry,M102,0.1840277777777778
blueberry,M22,0.21180555555555555
blueberry,M24,0.2847222222222222
blueberry,M51,0.19791666666666669
blueberry,M53,0.26785714285714285
blueberry,M75,0.1701388888888889
blueberry,P0,0.4965277777777778
blueberry,P102,0.07291666666666666
blueberry,P22,0.08680555555555554
blueberry,P24,0.11785714285714284
blueberry,P51,0.09375
blueberry,P53,0.18055555555555552
blueberry,P75,0.15625
blueberry,S0,0.5034722222222222
blueberry,S102,0.2604166666666667
blueberry,S22,0.2222222222222222
blueberry,S24,0.2847222222222222
blueberry,S51,0.2569444444444444
blueberry,S53,0.4027777777777778
blueberry,S75,0.2916666666666667
boat,F0,0.4560810810810811
boat,F102,0.25337837837837834
boat,F22,0.32094594594594594
boat,F24,0.34459459459459457
boat,F51,0.28378378378378377
boat,F53,0.3885135135135135
boat,F75,0.3108108108108108
boat,G0,0.6925675675675675
boat,G102,0.3547297297297297
boat,G22,0.5110294117647058
boat,G24,0.5878378378378378
boat,G51,0.5208333333333334
boat,G53,0.5777027027027027
boat,G75,0.5
boat,M0,0.32094594594594594
boat,M102,0.25
boat,M22,0.30067567567567566
boat,M24,0.2702702702702703
boat,M51,0.27702702702702703
boat,M53,0.32432432432432434
boat,M75,0.3402777777777778
boat,P0,0.625
boat,P102,0.29729729729729726
boat,P22,0.32770270270270274
boat,P24,0.36824324324324326
boat,P51,0.3614864864864865
boat,P53,0.40878378378378377
boat,P75,0.3614864864864865
boat,S0,0.4966216216216216
boat,S102,0.39583333333333337
boat,S22,0.3716216216216216
boat,S24,0.4864864864864865
boat,S51,0.3952702702702703
boat,S53,0.45270270270270274
boat,S75,0.44594594594594594
car,F0,0.45270270270270274
car,F102,0.30405405405405406
car,F22,0.4831081081081081
car,F24,0.43243243243243246
car,F51,0.35135135135135137
car,F53,0.46621621621621623
car,F75,0.43243243243243246
car,G0,0.6790540540540541
car,G102,0.3344594594594595
car,G22,0.44256756756756754
car,G24,0.5067567567567568
car,G51,0.46875
car,G53,0.5709459459459459
car,G75,0.4054054054054054
